token,tag
গায়েও,OBJ
কুতুবা চর,LOC
বুরন ইউয়ান,PER
+8801993833791,PHN
13/02/1982,TIME
কিনছি,OBJ
জাকিরুল,PER
হেসনের,PER
ইথিওপীয়,LOC
20/08/2072,TIME
মন্তব্যের,OBJ
চট্টোপাধ্যায়ও,PER
রাজেক,PER
৩১২৮৬,NUM
পয়েন্টগুলো,OBJ
দিঘীনালা,LOC
08/11/2049,TIME
30/11/1903,TIME
হাফিজ জলন্ধরি,PER
হামিদুল,PER
অসমাপ্ত,OBJ
27/01/1921,TIME
এমেরি,PER
১৬/৯/১৮১০,TIME
92189,NUM
বিছিয়ে,OBJ
19:19:36,TIME
ফ্রান্সিস ম্যারিওন,PER
+8801827792173,PHN
সম্পৃক্ততা,OBJ
সিরাজুল করিম বিপ্লব,PER
কাশ্মিরী,LOC
+8801416249094,PHN
ঢাকা মোহামেডান ফেনী,ORG
বাঁকড়া,LOC
+৮৮০১৫৯৩৯৯৬১৭৫,PHN
আসক্তি,OBJ
+8801598277700,PHN
পদ্মিনী চৌধুরী,PER
জেনোফন,PER
ফৌজদারহাট পাবলিক স্কুল,ORG
+8801412013807,PHN
18/11/2012,TIME
বেড়াত,OBJ
05:43:03,TIME
+8801644193787,PHN
+৮৮০১৯০২০৮১৭২৩,PHN
২৮৭৫৪,NUM
শর্টগান,OBJ
10:31:20,TIME
দাপিয়ে,OBJ
দারোগাবাবুর,PER
শৈলশিরা রানী,PER
উত্তরে কুমিল্লা সেনানিবাস,LOC
+8801818523307,PHN
৮৫৭২১৮৪,NUM
৫২১৪১৪৯৭,NUM
ধ্বসে,OBJ
+8801808787510,PHN
নবকুমার,ORG
নয়ন,PER
প্রযুক্তিবিদকে,PER
৩,NUM
+8801458731993,PHN
+৮৮০১৫৫১৫৩৯২৮২,PHN
69412,NUM
রোগ,OBJ
অ্যাপটিকে,OBJ
এ্যালোর,LOC
অভিযুক্ত,OBJ
ধলেশ্বরী,LOC
টগরবন্দ,LOC
গ্লাডউইন,PER
৮৩৩,NUM
সুঙ্গা,LOC
ড্রাগোলুব,PER
ডালবুগঞ্জ,LOC
বিচরণ,OBJ
08:18:25,TIME
ইলশা গ্রামে,LOC
62736,NUM
শৈলীর,LOC
+8801611455280,PHN
জনসন জন ডান,PER
+৮৮০১৭৩৩৭০০২৬৮,PHN
+8801522099602,PHN
ইন্দোনেশিয়ান,LOC
অ্যাপ্রোচ,LOC
দলদলী,LOC
25/09/2054,TIME
+8801513043899,PHN
সমর্থকদেরও,PER
মৃত্যুবার্ষিকী,OBJ
চার্লস্,PER
অবমূল্যায়িত,OBJ
৪৫৯৬৯২৮৬৪,NUM
৭৭,NUM
কেমরাদ জেলা,LOC
ভালোই,OBJ
যুদ্ধাপরাধীদের,OBJ
সেবাটি,OBJ
শোধনাগার ইস্পাত,OBJ
15/11/1962,TIME
আন্তঃব্যাংক’,ORG
কমিটির,PER
10/03/2081,TIME
কেমব্রিজের,LOC
সানগোদ,LOC
এডওয়ার্ড,ORG
১১/৫/১৭৯৩,TIME
দক্ষিণে বঙ্গোপসাগর পূর্বে,LOC
6768,NUM
পিকচার্স,PER
সফটওয়্যারের,ORG
অন্বিত,OBJ
চাকপাড়া,LOC
মুসলমান,PER
+৮৮০১৮৭৪২৭২৮৩৭,PHN
আফসোস,OBJ
+8801614584276,PHN
এখলাসুর,PER
বরুসিয়া,OBJ
টর্পেডো বিমান,OBJ
ট্রাইকোস,PER
এগুলোকে,OBJ
মেরিগঞ্জ-২,LOC
নিমিত্তমাত্র,OBJ
67694,NUM
জেগেছিল,OBJ
কার্সিয়ং,LOC
21:03:17,TIME
বুধ গ্রহের,OBJ
+8801854638016,PHN
ঋতুস্র্রাবের,OBJ
মায়া,PER
+8801792344640,PHN
02:05:36,TIME
নর্দার্ন ইলেকট্রিসিটি,ORG
কাটারি,OBJ
05/03/1949,TIME
58563,NUM
১৪৬৭৫৫৯২,NUM
ইউফ্রেটিস সাম্রাজ্য,LOC
১৫-২-১৯৭৬,TIME
৪-১২-২০২৭,TIME
আরামিস গ্রামের,LOC
কনস্টিটিউশন পার্টি,ORG
সঙ্গীদের,PER
প্রাক্তন,OBJ
ডীন,OBJ
স্প্ল্যাশ,ORG
পরেন,OBJ
২৫-৭-২০৭১,TIME
৭৬৪৯২,NUM
৪১১১২৩৪১৫,NUM
বেসরকারী টিভি,ORG
টার্মিনাল,LOC
বনাঞ্চল,LOC
১২/১/১৯৭১,TIME
৯-২-১৮১৪,TIME
পিএসভির,ORG
১-৪-১৮৫৩,TIME
97446,NUM
লক্ষ্মীপুরের,LOC
কখনও,OBJ
+8801613916086,PHN
শুভাশিস,PER
বিনা,LOC
বার্ন,PER
পানাইপুর,LOC
স্থলে,LOC
শিরোনামের,OBJ
83759,NUM
বাহুলী উচ্চ বিদ্যালয়,ORG
﻿মিয়ানমারের,LOC
স্টারে,ORG
30/03/1982,TIME
09/03/1946,TIME
নিযামের,PER
টলিউডে,LOC
সাইয়িদ,PER
২৬/১১/১৭৬৭,TIME
ব্লাঙ্কিদের,PER
একরামুল,PER
স্থানীয়,OBJ
এসপিটিএল,ORG
ডিক্সনের,PER
আর্জেন্টাইন,PER
মিউনিক কাম্মেরস্পীয়েল রঙ্গমঞ্চের,PER
জনসনও,PER
মোসাম্মৎ,PER
নরেন্দ্রপুর,LOC
মধ্যকার,OBJ
+৮৮০১৯০১৬৪৬৮৮৭,PHN
২৭-১২-২০২০,TIME
ব্যবস্থাপনা,PER
ফিফপ্রো,LOC
+৮৮০১৪৫৭০২২২৭৯,PHN
+8801528887036,PHN
05:32:39,TIME
প্রতীক্ষায়,OBJ
+৮৮০১৯৯১২৪৫২১৮,PHN
মিতা রহমান,PER
21/10/2026,TIME
+৮৮০১৮৩৬১৯৬৮৪০,PHN
ক্লকের,ORG
মহানগর,OBJ
06:14:58,TIME
দেওলালি,LOC
হঠাত্,OBJ
ইব্রাহিম আলি খান,PER
পারস্য উপসাগরীয় দেশসমূহে,LOC
এসএম পারভেজ,PER
জুড়েছিল,OBJ
পুলিশও,OBJ
থম্পসন,PER
15:29:07,TIME
নাটেশ্বরের,LOC
09/05/1990,TIME
টিন দামি,OBJ
ইসলামপন্থীদের,OBJ
লেকটিকে,LOC
03:46:44,TIME
ওয়ারিসালিগঞ্জ,LOC
তাঁরা,PER
কোরিয়া,LOC
+৮৮০১৭২৯১৮৮০০৬,PHN
﻿জগন্নাথ,ORG
আইসিটি,OBJ
+8801946802522,PHN
কনবেনি,ORG
১৮/৪/১৮৮২,TIME
বেহুলার,PER
+8801511839608,PHN
ক্লিনটনের,PER
বীজের,OBJ
+8801494689726,PHN
+৮৮০১৪৭৯৯৪০৬৬১,PHN
পাওলা,PER
গোর,LOC
কুলাসুরিয়া,LOC
বিঘ্ন,OBJ
স্তৃপ্যতাম্,OBJ
মূল,ORG
অ্যান্ডি,PER
+8801696787088,PHN
নাছিরাবাদ,ORG
গ্রামেই,LOC
আসামীসহ,PER
04/08/2067,TIME
ডুবোতাহাজ,OBJ
উল্টোভাবে,OBJ
+8801857734104,PHN
একাত্মবাদের,OBJ
রেডিসনের,LOC
91584,NUM
আশুজিয়া জে,LOC
+8801317987904,PHN
ইটালিয়,LOC
বাস্তবায়িত,OBJ
14:09:35,TIME
ফুলেই,OBJ
25/02/1950,TIME
25/04/2064,TIME
+8801641345000,PHN
ল্যান ম্যাসেঞ্জার,ORG
+৮৮০১৯৫৪৬৪৫৩৭৪,PHN
দক্ষিণে কিই উপদ্বীপ,LOC
শ্মশানে,LOC
২২-৬-১৯৫৬,TIME
শামিল,OBJ
99617,NUM
স্প্রস্কা,LOC
হেডের,OBJ
11/12/1915,TIME
খোট্টাপাড়া,LOC
মাতুব্বরকে,PER
এ্যাথলেটিক,OBJ
আগতরা,PER
৪-১১-১৯২১,TIME
মনোহরী,OBJ
গুলবাগের,LOC
06:41:17,TIME
61173,NUM
চীন,PER
প্রেসারটা,OBJ
বর্বরতাকে,OBJ
মাও সে তুংও,PER
লেফটব্যাক,PER
৩১২৩৩৫৮৯,NUM
সরকারি ইসলামিয়া কলেজ,ORG
৬৩৫৬১৪১,NUM
20960,NUM
৫,NUM
গায়ক,OBJ
14:53:29,TIME
আদমদিঘি,LOC
এমারসনের,PER
কিস্কা দ্বীপ,LOC
রশিদ আহমদ,PER
চপলসহ,PER
কৃতী,OBJ
দেবতায়,PER
12/09/2024,TIME
+৮৮০১৭৭৫৬০২০০২,PHN
সিংগভাগ,OBJ
05:28:05,TIME
মির্জা গালিবের,PER
বিচার,OBJ
ইউনিভার্সিটের,ORG
গাজীপুরে,LOC
আর্মি মেডিক্যাল স্কুলের,ORG
+8801826360117,PHN
08:24:22,TIME
ভূগোল সোসাইটি,ORG
টিকেননি,OBJ
মোবারকগঞ্জ স্টেশনের,ORG
পাচমাড়ি,LOC
ডৌহাখলা,LOC
জানাইয়াছেন,OBJ
এমটিবি,OBJ
সুজানগর,LOC
কর্ণিবাড়ী,LOC
+৮৮০১৭৬৯৫৮৭১২৭,PHN
ইন্ডিয়ান ইন্ডাস্ট্রিয়াল স্কুলে,ORG
ইসমাইল মোল্লা,PER
বড়াল,PER
পাক-ভারত,LOC
১ম,TIME
গাড়াদহ,LOC
বাল্টিক,LOC
নন্দিতমেদিনি,OBJ
২২/৯/২১০০,TIME
+৮৮০১৮৬২২০৩৪৯০,PHN
খুনিদের,PER
২২-১-১৯৫৮,TIME
কোলোরা-১,LOC
১৭/২/১৮১৮,TIME
কোরেশী,PER
66036,NUM
প্রেমিকও,OBJ
৪৪৪২৬,NUM
পরীক্ষক,PER
33084,NUM
আশিকুল,PER
কাতার,OBJ
27/12/1977,TIME
+8801938613877,PHN
ট্রাক,OBJ
ফিলিপ লিনার্ড,PER
জিয়ার,PER
মেঘনার,LOC
রিও গ্র্যান্ডে,LOC
পূর্বে কচুয়া পৌরসভা,LOC
১৯/১/২০০৪,TIME
11:37:15,TIME
22240,NUM
+8801321871020,PHN
২৩/১০/১৯৯৮,TIME
03/10/2045,TIME
১৪/৭/১৯৮৫,TIME
+৮৮০১৭৯২৪৫৩৬৫৯,PHN
কদম,LOC
unknown,PER
২২৬৮৯,NUM
+8801661117492,PHN
সাতুবাবু,PER
কোডও,OBJ
গোয়ালপাড়া জেলায়,LOC
অধীনস্তরা,PER
52270,NUM
সংবাদমাধ্যমগুলোর,ORG
ওঁ,OBJ
চানা ভিনিগার,OBJ
45173,NUM
মধ্যেও,OBJ
13/02/2051,TIME
মঞ্চসহ,ORG
আলোন্‌জো,PER
ওল্ডহ্যাম শহরে,LOC
28/03/2011,TIME
09/07/1964,TIME
সরিষাবাড়ী,LOC
সিলাহেট,OBJ
সাইফুজ্জামান,PER
চৌধুরী মাহমুদুন,PER
সংগ্রহে,OBJ
মানিকগঞ্জ,LOC
78159,NUM
কিচেন,OBJ
মানুষগুলোকে,PER
মধ্য,LOC
প্রতিস্থাপনের,OBJ
+৮৮০১৭৩৩৫৮২১৪১,PHN
+8801890353769,PHN
+৮৮০১৪৬৮৯৮০৪৩৮,PHN
৮/৫/১৯১৭,TIME
সিমবির্স্ক,LOC
বিটপীর,ORG
+৮৮০১৮৫০৮৫৫০৪৬,PHN
ঔষধ,OBJ
সংবাদটি,OBJ
কুসুকের,PER
বেতিলা,LOC
দৈনিক মুক্তকণ্ঠ পত্রিকার,ORG
76510,NUM
মাহামুদুল হক,PER
বেনোডিয়া,LOC
66419,NUM
ব্যাগপ্যাক,OBJ
স্টিফেনস কলেজ,ORG
সেগুলোতে,OBJ
94087,NUM
49841,NUM
প্রেনেসতিনো,ORG
মাসের,OBJ
রহনপুর তথ্যসূত্র জেলা,LOC
আইডি,OBJ
+8801635967628,PHN
13/04/1956,TIME
সাইপ্রাসের,LOC
জাতিসংঘ উন্নয়ন কর্মসূচী,ORG
ইনকাম,OBJ
সামিউর রহমানের,PER
শাখার,OBJ
রাজঘাটা সরকারি প্রাথমিক বিদ্যালয়,ORG
+8801930497991,PHN
মৌলবাদ,OBJ
৭৩৩৮১,NUM
01/12/1968,TIME
আমানতকারীদের,LOC
তেই,OBJ
সেলিনার,PER
নাগপুর স্টেশনের,LOC
রফিকউদ্দিনের,PER
লারকানা জেলা,LOC
আইসিসির,ORG
প্রসঙ্গত,OBJ
নবান্নের,OBJ
একাত্মবাদ,OBJ
08/09/2074,TIME
মোশোভতসে,LOC
১৫-৫-১৯৮৬,TIME
কুলসুমকে,PER
70413,NUM
মোটিফ,OBJ
পুল্লাপ,LOC
+৮৮০১৫৪৫৬২৬৮৯৩,PHN
দুটির,OBJ
২৩-২-১৮২৭,TIME
আনুষ্ঠানিক,OBJ
নাজিরপাড়া,LOC
+৮৮০১৮৭২৭৬৫৫৪৭,PHN
ইব্রাহিম কামারা,PER
নকিপুর গ্রামে,LOC
+8801627507792,PHN
মোহায়মেনুর,PER
দক্ষিণের জার্মানি,LOC
দীনিয়া মাদরাসা,ORG
টেক্সাস,LOC
রয়াল,LOC
পেশীশক্তির,OBJ
ঝাড়খণ্ডে,LOC
সিরিয়ার,LOC
টিউবারকিউলোসিস,ORG
চরিত্রটা,OBJ
আদিয়ামান,PER
+8801339992256,PHN
জুরিরা,PER
অংশীদার,OBJ
মন্ত্রণালয়ে,OBJ
+8801818177811,PHN
নোয়াখালী,ORG
ধামশ্রেণী,LOC
জাতিসংঘের,PER
খানউইলকর,PER
জ্ঞাপন,OBJ
কপুর,LOC
নরেন্দ্রনাথ ব্রাহ্মনেতা,PER
অয়ি,OBJ
+৮৮০১৪৩২০৬৩২৫৩,PHN
নায়ক,PER
57689,NUM
86343,NUM
২৩/১০/২০১৮,TIME
61325,NUM
তাপসের,PER
ত্বকও,OBJ
শ্রীলঙ্কার,ORG
গবেষণাগারে,OBJ
১২১টি,OBJ
ইসলামিক কমিশনের,ORG
৭৯৩৭১,NUM
817,NUM
+৮৮০১৯২০৭৮৯৪৯৮,PHN
15/05/2082,TIME
ট্রেকিং,ORG
সমূলে,OBJ
কৃষকরা,OBJ
সবুর,PER
নাচে,OBJ
+৮৮০১৫৬৪৩১৩৮৫১,PHN
শহরগুলি,LOC
মহিষাসুরের,PER
হাওরসহ,LOC
নওয়ানশাহর জেলা,LOC
কামরানের,LOC
২১১৭৮৬৪,NUM
+8801994990673,PHN
ঝালুকা,LOC
28/02/2092,TIME
ওস্তাদ,PER
স্বরূপগঞ্জ,LOC
+8801775985227,PHN
লাইব্রেরি কম্পিউটার,OBJ
সরব,OBJ
ময়ূরভঞ্জ জেলায়,LOC
অঞ্চলগুলিকে,LOC
৮৬৮১৮,NUM
ধূবইল,LOC
ডক্টরেট মিশিগান বিশ্ববিদ্যালয়,ORG
15071,NUM
গেট চন্দ্রকোনা,LOC
25389,NUM
ইয়া রাসুলুল্লাহ,PER
৯৬৩১২৭৩৫,NUM
২৭-৩-১৮৯৩,TIME
আশজা,PER
আলগী দুর্গাপুর (উত্তর),LOC
মহাম্মদ হান্নান রাভিনা,PER
ভুয়ো,OBJ
রায়ের,OBJ
+৮৮০১৯৩৮৫০৫২৩২,PHN
কোহলিরা,PER
নাচতে,OBJ
61386,NUM
53775,NUM
নাবীব,PER
গুপ্তচর,ORG
ঘটনা,OBJ
তাঁবুতে,PER
স্থলবন্দরের,LOC
+8801511639736,PHN
41888,NUM
+৮৮০১৩৪৭৭০৯৬১৯,PHN
+8801670272481,PHN
75219,NUM
+৮৮০১৭৮০৩৭৭৯১৩,PHN
স্কুটার স্কেটবোর্ড,OBJ
আলজেরিয়ায়,LOC
14:36:38,TIME
ল্যাডার,OBJ
হামিম,ORG
চতুল,LOC
ডলফিন,OBJ
দেশসমূহও,LOC
দিয়েই,OBJ
09/03/2021,TIME
বিস্ময়ে,OBJ
মুর্শেদীকে,PER
1859,NUM
হুররেম,PER
পুরস্কারজয়ী,ORG
ডিএমপির,OBJ
স্পট,OBJ
হুয়ান,PER
মালিকপক্ষের,OBJ
২০-১০-১৯৪৮,TIME
কাঁপা-চাকলা,LOC
চত্তরে,OBJ
ওএমএসের,ORG
বুদ্ধদের,ORG
১৭৭,NUM
ইংরেজি:Tekari,LOC
২৩১৪৬,NUM
বোউ নদী,LOC
12276,NUM
73421,NUM
এসিসির,ORG
সম্প্রদায়,ORG
+৮৮০১৫২৩৬৫৭৭৮৩,PHN
বলে—,OBJ
বাসায়,OBJ
আঞ্জিনা,LOC
পূর্ব পরাগলপুর,LOC
পেরিয়েছে,OBJ
দাশ্‌তি,LOC
11/07/2066,TIME
+৮৮০১৩০৭৯৪১২৭৭,PHN
দিল্লি’,LOC
ম্যাথার,PER
সিংগাপুরে,LOC
খেললেই,OBJ
২৪-৯-২০৩২,TIME
হটস্পার,PER
+৮৮০১৯২৯৬৪৪৮৮৩,PHN
বাছ,OBJ
চাপুলিয়া,LOC
+8801320111158,PHN
ফরচুন,PER
মার্স,PER
বাসিলিস্কটি,PER
61596,NUM
শস্যহানি,OBJ
বাতাকান্দি,LOC
.,ORG
১৪-৮-১৮১৭,TIME
মার্টিনা রাটেজ,PER
২৮/৫/১৮৩২,TIME
রেডার,OBJ
+8801727059841,PHN
উদ্যানে,PER
+8801721282092,PHN
+৮৮০১৪০২৪০৪৫০৫,PHN
শাহর,PER
জনসাধারণকে,OBJ
18/12/1934,TIME
পাথরঘাটার,OBJ
৩০-১১-২০৪৪,TIME
21:27:44,TIME
+8801697602677,PHN
হাসনগঞ্জ,LOC
পাঙ্গাল,ORG
পাননি,OBJ
06/12/1910,TIME
মৌলিয়া নদী,LOC
স্বরুপপুর,LOC
সাওবিয়াই,PER
প্রেস্টন,ORG
হকিং,PER
আপনাকে,OBJ
ম্যাকালেস্টার বিশ্ববিদ্যালয়ে,ORG
09:19:29,TIME
নওয়াবকে,PER
71483,NUM
মোর্শেদার,PER
40728,NUM
ঘোজাডাঙ্গা,LOC
হালীকে,PER
উড়াল,OBJ
প্রাণের,ORG
10860,NUM
হেল্‌থ সাইন্সেস আইএএইচএস ইউনিভার্সিটি,ORG
রৌতহাট,LOC
সৈন্যবাহিনীর,ORG
জার্ড,PER
ছেলেটি,PER
টাকাকড়ি,OBJ
উত্তর ধুরুং,LOC
রাখি,OBJ
টোয়ালা রেস্টুরেন্ট,ORG
ভেজিটেরিয়ান সোসাইটি,ORG
লৌহস্তরযুক্ত পাথর,OBJ
স্টিকি,ORG
মোবারককে,PER
বিটাক,ORG
ঘিয়ে,OBJ
মোবাইল মালটিমিডিয়া,OBJ
এতটা,OBJ
71533,NUM
২৫/৩/২০৭৩,TIME
খালটি,LOC
মাঙ্গালোরে,LOC
সংস্কারের,OBJ
সান সাই গির্জা,PER
বিজয়নগরে,LOC
+৮৮০১৪৩৫৫২৬৬২৪,PHN
+8801371080154,PHN
রোবটিক্স ক্লাব,ORG
১৬-৪-২০৭৮,TIME
পাঁচজনকে,OBJ
অঙ্কিতাকে,PER
জর্জিয়া সরকারের,PER
+8801973518519,PHN
98609,NUM
২৪/৩/১৮৩১,TIME
+8801507385786,PHN
৩৯৬৫৫১,NUM
ডগলাস টমাস,PER
বিএনপি,PER
কালীর,PER
নিপুণ আক্তার কল্যাণী,PER
২৮/১১/১৮৬৩,TIME
+8801372642525,PHN
ল্যাপলেট,OBJ
51043,NUM
আর্ন্সত মার,PER
স্টাং,LOC
ইতিহাসকে,OBJ
পিতা-মাতাকে,PER
৩১তম,OBJ
অংশেই,OBJ
55482,NUM
পঞ্চক্রোশী,LOC
গণফ্রন্ট,OBJ
পাচোরে,LOC
কর্মসংস্থান,OBJ
শঙ্কা,OBJ
ফিশান খান,PER
কর্মকর্তাবৃন্দ,OBJ
+8801412646332,PHN
06:21:47,TIME
এডওয়ার্ড,PER
৬৫৩৬,NUM
ওএম,PER
পিয়ার্স সোস্যুরকে,ORG
২১৫২১৯৫,NUM
শর্মা টেলিফিল্মস,PER
+৮৮০১৩৭০০০১৬৮৩,PHN
১১৯১,NUM
+৮৮০১৮১৬৮৬৯৩৫৩,PHN
১৪৭৪৫৭,NUM
78814,NUM
আলাপ,OBJ
শিক্ষকতাসহ,OBJ
প্রবীনদের,PER
নিয়মমাফিক,OBJ
61122,NUM
কি,PER
দেশবাঁচাও,OBJ
আমেরিকাতেও,LOC
ভালোমানের,OBJ
টিআইএন,OBJ
ওপেনার,OBJ
+8801880847976,PHN
২৮৮৭৪৬৩,NUM
আইনুদের,LOC
পূর্বে মুহুরী নদী,LOC
গবেষণা,ORG
+৮৮০১৯১২১২১১৮৭,PHN
অববাহিকায়,LOC
30140,NUM
53531,NUM
01:01:19,TIME
নার্সের,PER
চন্দ্রের,OBJ
1060,NUM
সেন্ট প্যাট্রিকের,LOC
+8801304297039,PHN
ক্ষমতাধররা,OBJ
ড্যারেল এথেরিংটন,PER
চিন কিউবাসহ,LOC
পি ভি নরসিমহা,PER
+৮৮০১৬৫৪৬২৬৭৭৮,PHN
জমিসহ,OBJ
মুর্তজার,PER
+৮৮০১৩৭৯০৩৫১০৫,PHN
২৪/৩/১৮৪২,TIME
+৮৮০১৫৩৫৪৫১৩৭০,PHN
আমলারা,PER
পরিবারকল্যাণমন্ত্রী,PER
জ্ঞানপ্রকাশ ঘোষ,PER
+8801558095203,PHN
সিসিক,ORG
রোদ্দুর,PER
শোষণ,OBJ
আস্তানা,LOC
আসতো,OBJ
সুদীপ্তা,PER
তিনদিনের,TIME
কনডেন্সড,ORG
ধান্দায়,OBJ
নিজেদেরই,PER
66387,NUM
14:31:48,TIME
যাজককে,PER
কপিল ভট্টাচার্য,PER
৪৮১১৯৪৪,NUM
কৃষ্ণানের,PER
৪৫,NUM
নেবুতলা,LOC
27345,NUM
+8801488689466,PHN
বাড্ডাতেই,LOC
13:13:11,TIME
দিলন ডি সিলভার,PER
৩৩৮১,NUM
23/09/2015,TIME
জোগান,OBJ
মাঝমাঠেরও,OBJ
+৮৮০১৪০৫০০৮০০৩,PHN
+8801716228764,PHN
+৮৮০১৯৭৯১২২১২৫,PHN
+৮৮০১৮৯১৮৮০৪২৫,PHN
মহাস্থানগড়,LOC
02:20:04,TIME
৩-৩-১৯৫২,TIME
উপাধ্যক্ষ,PER
কারতা,PER
দাসী,PER
দুইবার,OBJ
+৮৮০১৯৬২৮৯৫৩৬০,PHN
অবিচারের,OBJ
বিকেলে,TIME
২৪,TIME
15248,NUM
কালেক্টরেট,OBJ
কিটসের,LOC
টাকাটা,OBJ
+8801890529352,PHN
+৮৮০১৯৯৬৩২৫০৬২,PHN
পিকচার,OBJ
যাগই,OBJ
উদ্যানে,LOC
নারীশিক্ষার,PER
বুদরুক,LOC
আরেকটি,OBJ
ভবানীপুর,ORG
সাউর্থ,ORG
৯/৮/১৮৭০,TIME
06/10/2069,TIME
৭,NUM
湯川,PER
ইউনিটটির,OBJ
উত্তর দ্বীপপুঞ্জ,LOC
পালক,PER
কাঁচামরিচ,OBJ
06:54:09,TIME
দিবালাই,PER
10/12/1986,TIME
২৮-২-১৮২৫,TIME
প্রভু,PER
পাঠকদের,PER
রিয়াজত উল্লাহ,PER
02/07/1986,TIME
স্ট্রিটের,ORG
19:31:50,TIME
ওয়েস্টমিনিস্টার,ORG
+৮৮০১৮০১১৬৮৪৫০,PHN
জীবনধারণের,OBJ
কনটেস্টে,OBJ
রয়্যাল চিলড্রেন্স হাসপাতালে,ORG
তৃষ্ণা,OBJ
শিক্ষাবর্ষে,OBJ
অবস্থায়,OBJ
বেহালার,LOC
আনন্দপুর,LOC
৩০-১২-১৮৯৩,TIME
নন্দিত,OBJ
খন্দকার আব্দুল গফফার খানের,PER
বিভেক,PER
150,NUM
রাশিয়া,LOC
+৮৮০১৫৩৩০৯৯৪৫১,PHN
হানিপ্রীত,PER
ডয়েশ,ORG
ভুগছিলেন,OBJ
দীনা,PER
চা-বাগানকেন্দ্রীক,LOC
ফায়রাবেন্ড,PER
এয়ার,OBJ
৭২৮৯২৮,NUM
বেদির,OBJ
10/03/1914,TIME
উদ্ধারকর্মীরা,PER
উত্পাদনে,OBJ
গোবিন্দের,LOC
81594,NUM
সম্মেলনের,OBJ
৬৭,NUM
+৮৮০১৩৩৩৫৯৪০৮৬,PHN
17:07:13,TIME
18:22:27,TIME
যাত্রাপূর্ব,OBJ
টুঙ্গীপাড়ায়,LOC
হাবাসপুর,LOC
আন্তঃবিভাগ,OBJ
স্বপনবাবুদের,PER
জাতীয়তাবাদী,ORG
৩০-১-১৯৩৫,TIME
হীরাটি,OBJ
৩৩৭৯২৬৭৭৬,NUM
ধোলাবীরা,LOC
ডামডিম,LOC
+8801666047953,PHN
অস্ট্রেলেশিয়ায়,LOC
+৮৮০১৪৪৩৬৬৮১৬৫,PHN
৮৭,NUM
নিরাপত্তা,ORG
+8801671198297,PHN
+8801574228057,PHN
বসতভিটা,OBJ
ক্যালরির,OBJ
মেক্সিকোর,LOC
+8801385150282,PHN
নদীটি,LOC
কাঠামোগত,OBJ
50751,NUM
জেপি গ্রুপ,ORG
+৮৮০১৮৯১২৫১৭৪৭,PHN
03/05/2017,TIME
05:15:58,TIME
প্রতিবাদের,OBJ
বোর্নিও,OBJ
ধোলাই,OBJ
হাসলে,OBJ
নড়াইল সদর,LOC
রাম,PER
তপন চৌধুরীকে,PER
পড়েছে,OBJ
মেলাঙ্গনের,OBJ
11:24:02,TIME
মোমেনা,ORG
শ্রদ্ধাশীল,OBJ
রণবীর,PER
তালেজু মন্দিরের,LOC
৪৮৮২৯১৪,NUM
আরক,ORG
চুনকুড়ি নদীটি,LOC
হাতে,OBJ
জীবনানন্দের,PER
আইডিকার্ড,OBJ
চাঁচল-১,LOC
জুবেইর,PER
+8801947277136,PHN
বিল মেইসন,PER
এতটাই,OBJ
58315,NUM
বলেছিলাম,OBJ
রৌপ্যমুদ্রাকে,OBJ
গুইমারার,LOC
পরের,OBJ
হিরনের,LOC
+৮৮০১৩৮৪৫৬৭২০৪,PHN
কাটাইয়া,LOC
+8801618768011,PHN
ইন্দোনেশিয়াতে,LOC
জিওগ্রাফিকাল ইনস্টিটিউটের,ORG
পরাগ,PER
পাবি,OBJ
৮৪৪,NUM
নরিয়েগার,PER
04:40:18,TIME
+৮৮০১৯১১৪৭৮০২৭,PHN
দৈনিক স্বদেশ,ORG
ইফিম বোগোলজুবভের,PER
+৮৮০১৩২৮৫৪২৭১৭,PHN
বারিউড়া,LOC
98025,NUM
ভুতনাথ নন্দী,PER
গোলেই,OBJ
রাজা লিং,PER
দক্ষিণ ছাত্রশিবিরের,LOC
র‍্যাবের,ORG
+৮৮০১৮৭৬৪৪১৮৭১,PHN
পাটসহ,OBJ
26743,NUM
52662,NUM
ইফতেখারুজ্জামান,PER
কুলপি বন্দর বঙ্গোপসাগর,LOC
+8801787880520,PHN
ফাউন্ড,ORG
47025,NUM
স্বরূপকাঠিতে,LOC
+৮৮০১৭৬২৭৩০০৭৯,PHN
ডিজ,ORG
লেডি ব্রেবোর্ণ কলেজে,ORG
ভাতশালা,LOC
ভিক্টোরিয়ার,PER
+8801672002833,PHN
২৬/৩/১৯০৩,TIME
বিঁধলেন,OBJ
নরাত্বারুপ,PER
শাহিদ,PER
তিনটি,LOC
ক্রিমজন,ORG
ম্যাককিনসি অ্যান্ড কোম্পানির,ORG
ঘামাতে,OBJ
চট্টোপাধ্যায়ের,PER
16:06:08,TIME
জয়পুরহাট আঞ্চলিক পাসপোর্ট অফিস,ORG
গড়তে,OBJ
থাকাকালে,OBJ
55192,NUM
গার্ড,ORG
রাজারা,PER
বিদ্যানন্দ,LOC
তৈলাক্তভাবের,OBJ
+8801493087529,PHN
৩৯২৮১৫,NUM
আমেরিকান ফিজিয়োলজিকাল সোসাইটির,ORG
চিকিত্সকদের,PER
দালাল,OBJ
৭/১০/১৮১৩,TIME
পেন্না,LOC
সৃৃষ্ট,OBJ
